Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
Thriller,fr,2021-08-18,7.5,anywhere;in;the,The Stronghold
"Animation, Adventure, Family, Western",en,2021-05-20,7.5,a;a;is,Spirit Untamed
"Action, Thriller",en,2021-04-29,7.1,while;conspiracy;for,Tom Clancy's Without Remorse
"Adventure, Fantasy",en,2010-10-17,7.8,"find;loose,;world",Harry Potter and the Deathly Hallows: Part 1
"Animation, Science Fiction, Fantasy, Action",en,2021-10-09,7.8,stop;Earth.;creates,Injustice
"Horror, Thriller, Comedy",pl,2021-10-27,4.0,a;rookie;an,Nobody Sleeps in the Woods Tonight 2
Action,en,2021-03-06,5.9,to;her.;seemingly,American Badger
"Animation, Action, Science Fiction, Drama",ja,2021-03-08,8.5,danger;far;on,Evangelion: 3.0+1.0 Thrice Upon a Time
"Animation, Family",en,2021-10-08,6.8,first;Dazzling;Royal,LOL Surprise: The Movie
"Animation, Family, Fantasy",en,2009-02-05,7.8,lure;bricked;refuses,Coraline
"Science Fiction, Adventure, Mystery, Action, Thriller, Fantasy, Comedy",fr,2020-11-19,6.2,"whatever;resurfaces,;have",How I Became a Superhero
"Animation, Comedy, Action, Family, Crime",en,2022-03-17,0.0,prison.;the;save,The Bad Guys
"Science Fiction, Action",en,2018-09-28,6.9,world;powers;symbiote.,Venom
"Action, Comedy",fr,2021-07-30,6.8,secret;the;trouble.,The Last Mercenary
"Animation, Family, Adventure, Comedy",en,2011-06-11,6.0,the;adventure;in,Cars 2
Documentary,en,2022-02-09,7.4,priority;of;profit,Downfall: The Case Against Boeing
"Animation, Comedy, Family, Fantasy",en,2007-06-28,7.8,and;has;gourmet,Ratatouille
Animation,en,2021-12-02,7.2,Wishing;by;The,Mickey and Minnie Wish Upon a Christmas
"Animation, Science Fiction, Action",ja,1993-03-06,7.2,Goku;destruction;an,Dragon Ball Z: Broly – The Legendary Super Saiyan
"Fantasy, Action, Adventure",en,2022-05-04,0.0,and;a;of,Doctor Strange in the Multiverse of Madness
"Mystery, Crime, Drama, Thriller",en,2022-02-09,6.7,when;enough;into,Death on the Nile
"Action, Crime, Horror, Thriller",en,2021-05-14,6.3,"Vegas,;venturing;heist",Army of the Dead
"Family, Comedy",en,2021-11-12,5.2,defend;the;10-year-old,Home Sweet Home Alone
"Action, Drama, Horror, Science Fiction, Thriller",en,2009-09-04,6.1,trusted.;a;through,Carriers
"Action, Drama",en,2016-08-01,7.0,stands;the;he,Boyka: Undisputed IV
"Action, Adventure, Science Fiction",en,2009-10-10,5.8,"earth;from;population,",2012
Romance,en,2021-07-06,3.3,previously;while;married,Why Women Cheat
"Animation, Comedy, Family, Music",en,2016-11-23,7.1,him;koala;Buster,Sing
"Adventure, Action, Thriller, Science Fiction",en,2011-06-16,5.2,but;ever;the,Green Lantern
"Action, Horror, Thriller",ko,2020-07-15,6.9,post-apocalyptic;A;hordes,Peninsula
Comedy,en,2015-06-25,6.3,in;in;have,Ted 2
Drama,ja,1985-01-15,5.9,being;her;sexual,High School Teacher: Maturing
"Action, Adventure, Fantasy",en,2017-05-30,7.3,Man;conflict.;confront,Wonder Woman
"Action, Thriller, Crime",en,2022-03-04,4.7,gang;gang;indebted,A Day to Die
"Action, Adventure, Science Fiction",en,2021-03-12,4.2,before;soldiers;try,Cosmic Sin
"Adventure, Fantasy, Action",en,2007-05-19,7.2,life;is;Earth,Pirates of the Caribbean: At World's End
"Horror, Action, Fantasy",en,2010-01-21,5.8,When;only;faith,Legion
"Animation, Comedy, Romance, Drama, Fantasy",ja,2019-06-15,8.4,interrupted;school.;and,Rascal Does Not Dream of a Dreaming Girl
"Family, Comedy, Adventure, Animation, Fantasy",en,2021-03-25,7.3,"efforts,;Peter;appreciated,",Peter Rabbit 2: The Runaway
"Animation, Action, Science Fiction",ja,2013-03-30,6.8,"the;Frieza;Whis,",Dragon Ball Z: Battle of Gods
"Animation, Family, Fantasy, Comedy, Music, Adventure",en,2021-09-23,8.1,"to;and,;Pegasi",My Little Pony: A New Generation
Action,en,2021-01-08,6.3,dark;for;against,Redemption Day
"Adventure, Action, Science Fiction",en,2012-01-19,6.1,"thought;Anderson;grandfather,",Journey 2: The Mysterious Island
"Drama, Comedy, Romance",en,2010-11-22,7.0,Maggie;the;the,Love & Other Drugs
"Fantasy, Drama, Romance, History",en,2022-01-21,7.4,"to;force,;illegitimate",The King's Daughter
"Action, Comedy, Adventure",en,2018-05-10,7.5,a;bad;powerful,Deadpool 2
"Action, Crime, Thriller",en,2017-04-12,6.9,"crime;him,;them",The Fate of the Furious
"Fantasy, Action",en,2008-07-01,6.3,during;grows;down-and-out,Hancock
"Science Fiction, Adventure, Thriller",en,2014-11-19,6.8,a;autocratic;symbol,The Hunger Games: Mockingjay - Part 1
"Animation, Action, Science Fiction",ja,1994-03-12,6.7,"place;turns;Broly,",Dragon Ball Z: Broly – Second Coming
"Horror, Thriller",en,2013-07-18,7.5,lives.;Forced;their,The Conjuring
"Comedy, Romance",ko,2021-06-04,7.9,with;and;a,Sweet & Sour
Drama,es,2021-11-12,4.0,to;crew;For,The Belly of the Sea
"Action, Animation",ja,2020-11-27,3.5,has;one;'specialist,Grisaia: Phantom Trigger The Animation
"Adventure, Fantasy",en,2016-11-16,7.3,the;the;magical,Fantastic Beasts and Where to Find Them
"Action, Drama, Horror, Science Fiction, Thriller",en,2013-06-20,6.8,investigate;by;world,World War Z
"Animation, Music, Family",en,2021-08-20,7.3,two;lights;for,"Barbie: Big City, Big Dreams"
"Animation, Action, Adventure, Comedy, Family, Fantasy, Science Fiction",en,2021-06-20,6.9,Cyborg;to;Looney,Teen Titans Go! See Space Jam
"Action, Comedy",en,2021-07-15,6.7,resentful;management;bouncer,Jolt
"Animation, Family, Comedy, Fantasy",en,2020-10-23,6.9,"insightful,;he;Olaf’s",Once Upon a Snowman
Crime,es,2021-10-08,6.9,onslaught;Girona;from,Outlaws
"Animation, Action, Fantasy",en,2021-08-30,8.0,evil;warlord;in,Mortal Kombat Legends: Battle of the Realms
"Action, Thriller",en,2021-06-11,6.2,against;store.;of,Rogue Hostage
"Drama, Romance",en,2018-01-17,6.7,"steps;their;past,",Fifty Shades Freed
"Action, Science Fiction, Fantasy",en,2020-11-20,5.0,hero;of;down,Jiu Jitsu
"Action, Thriller, Crime",en,2009-04-16,6.0,nearly;keep;indestructible,Crank: High Voltage
"Adventure, Fantasy, Action",en,2001-12-18,8.4,of;be;hands,The Lord of the Rings: The Fellowship of the Ring
"Animation, Family, Adventure",en,1998-06-18,7.9,Mulan;disguises;from,Mulan
"Adventure, Fantasy, Action",en,2011-04-21,6.8,to;-;-,Thor
"Comedy, Drama, Romance",en,2008-05-12,6.6,Mr.;and;York,Sex and the City
Thriller,en,2021-07-30,6.4,group;artwork.;A,Masquerade
"Animation, Family, Fantasy",en,1989-11-17,7.4,line;an;Eric,The Little Mermaid
"Comedy, Romance",es,2021-07-30,6.8,how;and;love.,More the Merrier
Horror,es,2021-05-05,6.2,"journalist,;discovers;after",The Exorcism of Carmen Farias
"Action, Horror, Thriller",ko,2016-07-20,7.8,Those;mysterious;the,Train to Busan
"Animation, Family, Adventure, Fantasy",en,2013-11-20,7.3,Arendelle;sister;his,Frozen
"Animation, Fantasy, Action",ja,2012-07-28,7.6,inside;Namikaze;rampage,Naruto Shippuden the Movie: Road to Ninja
"Action, Science Fiction, Adventure",en,2010-07-15,8.4,into;who;task,Inception
"Crime, Thriller",en,2021-02-27,8.1,in;the;birthday,Girl in the Basement
"Comedy, Romance, Drama",en,2009-06-01,7.1,"in;deported,;danger",The Proposal
"Animation, Adventure, Action, Fantasy",ja,2020-02-01,7.6,Goblin;captured;snowy,Goblin Slayer: Goblin's Crown
"Family, Fantasy, Animation, Romance",en,1950-02-22,7.0,of;single;the,Cinderella
Horror,es,2021-10-21,7.0,"things;a;her,",El amarre
Comedy,en,2009-06-02,7.3,through;after;a,The Hangover
"Adventure, Comedy, Family, Fantasy",en,2005-07-13,7.0,young;the;most,Charlie and the Chocolate Factory
"Action, Adventure, Science Fiction",en,2018-06-06,6.6,threatens;years;prevent,Jurassic World: Fallen Kingdom
"Thriller, Action, Crime",en,2017-02-08,7.3,"him,;killers.;does",John Wick: Chapter 2
"Comedy, Family",es,2021-12-17,7.5,That;for;Flora,Mamá o papá
"Family, Adventure, Animation, Comedy, Fantasy, Drama",en,2019-06-19,7.6,"will;of;kid,",Toy Story 4
"Fantasy, Drama, Romance",en,2008-11-20,6.3,stay;a;who,Twilight
"Crime, Comedy, Action, Adventure",en,2014-12-13,7.6,a;kid;emerges,Kingsman: The Secret Service
"Drama, Crime",en,2021-11-24,7.6,A;a;serving,The Unforgivable
"Action, Science Fiction, Adventure",en,2013-07-11,6.8,fight;year;mounting,Pacific Rim
"Family, Animation",en,2020-09-10,7.0,things;skies;takes,PAW Patrol: Jet To The Rescue
"Drama, Romance",en,1997-11-18,7.9,Rossi;whole;departure,Titanic
"Adventure, Fantasy, Action",en,2012-11-26,7.3,epic;their;Bilbo,The Hobbit: An Unexpected Journey
"Horror, Thriller",en,2016-06-08,7.3,single;a;malicious,The Conjuring 2
"Comedy, Romance",it,2022-01-05,6.2,"soulmates,;couple;combinations.",Four to Dinner
"Action, Thriller",en,2016-10-19,5.9,"ends;is;treason,",Jack Reacher: Never Go Back
"Adventure, Action, Science Fiction, Thriller",en,2022-06-08,0.0,future;after;dinosaurs,Jurassic World Dominion
Crime,fi,2021-10-27,6.9,the;blood;depicts,Bordertown: The Mural Murders
"Action, Thriller",en,2021-06-03,5.5,After;countless;Richard,The Misfits
"Drama, Science Fiction, Thriller",en,2021-06-09,6.0,ability;her;and,Awake
"Thriller, Drama, Crime",hi,2021-11-19,7.2,news;conscience.;—,Dhamaka
Drama,en,1999-10-15,8.4,channel;the;slippery,Fight Club
"Adventure, Family, Animation",en,2019-07-12,7.1,tragedy;what;Simba's,The Lion King
"Thriller, Horror, Mystery",en,2021-09-01,7.0,a;paralyzed;past.,Malignant
"Action, Adventure, Drama, Family",en,2010-06-10,6.5,With;a;Ying,The Karate Kid
"Action, Science Fiction, Fantasy",en,2022-03-30,0.0,Dangerously;itself;rare,Morbius
"Comedy, Family, Romance",es,2022-02-09,4.0,there;when;mentions,¡Qué Despadre!
"Horror, Thriller",en,2021-01-26,6.0,by;cross;to,Wrong Turn
"Action, Adventure, Science Fiction, Fantasy, Drama",en,2023-06-23,0.0,of;which;disrupts,The Flash
"Action, Adventure, Science Fiction",en,2018-02-13,7.4,dragged;his;T'Challa,Black Panther
"Animation, Drama",ja,2016-09-17,8.4,atone;elementary;Ishida,A Silent Voice: The Movie
"Animation, Family",en,2003-05-30,7.8,and;is;aquarium.,Finding Nemo
"Thriller, Action",en,2014-12-16,6.2,Ex-government;Mills;pursued,Taken 3
"Adventure, Fantasy, Action",en,2003-12-01,8.5,save;closer;take,The Lord of the Rings: The Return of the King
Horror,en,2003-05-21,6.2,traumatized;of;and,The Texas Chainsaw Massacre
"Animation, Family, Comedy",en,2021-07-30,7.6,his;named;embarks,Vivo
"Animation, Action",en,2020-10-13,7.2,only;life;same,Batman: Death in the Family
"Animation, Drama, Fantasy, Romance",ja,2019-06-19,8.1,and;bright;occult,Weathering with You
"Action, Adventure, Animation, Family",en,2004-10-27,7.7,But;as;he,The Incredibles
Comedy,en,2021-03-04,6.6,groom;Queens;to,Coming 2 America
Comedy,fr,2021-09-15,6.3,the;The;of,Spoiled Brats
"Action, Science Fiction, Adventure",en,2008-04-30,7.6,creates;engineer;to,Iron Man
Thriller,en,2021-08-16,6.1,Nazis.;for;tooth.,Plan A
"Horror, Thriller, Mystery",en,2021-07-01,6.8,"as;what;rooms,",Escape Room: Tournament of Champions
"Science Fiction, Action, Fantasy",en,1997-06-20,4.3,attacking;Batman;Freeze,Batman & Robin
"Action, Fantasy, Horror",en,2012-06-20,5.7,his;which;to,Abraham Lincoln: Vampire Hunter
"Action, Adventure, Science Fiction, Thriller",en,2015-06-06,6.7,John;events;after,Jurassic World
Documentary,en,2017-03-28,5.5,seems;of;into,After Porn Ends 2
"Action, Adventure, Drama",ja,2021-04-23,7.9,allies;brother-in-law;Kenshin,Rurouni Kenshin: The Final
"Thriller, Animation, Action, Comedy, Horror, Mystery",ja,2011-07-30,7.2,imprisonment;and;mysterious,Naruto Shippuden the Movie: Blood Prison
"Action, Comedy, Thriller, Horror",no,2021-07-30,6.7,guise;have;to,The Trip
Comedy,en,2010-06-24,6.3,July;school;five,Grown Ups
"Animation, Action, Science Fiction",ja,1994-07-09,5.8,Little;adventure;#18,Dragon Ball Z: Bio-Broly
"Adventure, Action, Fantasy",en,2017-05-23,6.6,Devil's;headstrong;strongly,Pirates of the Caribbean: Dead Men Tell No Tales
"Animation, Comedy, Family, Adventure",en,2009-06-26,6.7,meet;moody;mighty,Ice Age: Dawn of the Dinosaurs
Drama,en,2021-02-25,4.2,cross;another;and,The Penitent Thief
"Animation, Adventure",ja,2020-12-25,7.3,he;use;child,Pokémon the Movie: Secrets of the Jungle
"Mystery, Adventure, Comedy",en,2002-06-14,6.0,others;their;Spooky,Scooby-Doo
"Animation, Family",en,2010-11-24,7.6,over-protective;handsome;the,Tangled
"Action, Adventure, Science Fiction",en,2013-04-18,6.9,"Mandarin,;and;the",Iron Man 3
"Action, Adventure, Fantasy",en,2010-06-30,4.7,of;The;line,The Last Airbender
"Western, Action",en,2021-09-10,5.8,a;dangerously;close,Catch the Bullet
"Adventure, Comedy, Fantasy",en,2019-12-04,7.0,is;gang;to,Jumanji: The Next Level
"Drama, Romance",en,2017-02-08,6.5,give;Grey;for,Fifty Shades Darker
"Animation, Family, Comedy, Music, Fantasy",en,2021-08-20,7.8,of;as;royalty,The Loud House Movie
"Drama, Romance",ko,2020-07-06,7.3,"this,;falls;study",The Secret to Be Told: Relationship With My Aunt
"Drama, Comedy",es,2021-10-05,6.1,when;her;with,This Is Not a Comedy
"Horror, Mystery",en,2021-06-28,6.8,plagued;that's;town,Fear Street: 1994
"Action, Adventure, Fantasy, Science Fiction",en,2017-11-15,6.1,Steppenwolf;by;and,Justice League
"Action, Adventure, Animation, Family",en,2018-06-14,7.5,three;care;yet,Incredibles 2
"Science Fiction, Adventure, Action",en,2018-03-28,7.6,popular;creator;a,Ready Player One
"Fantasy, Adventure",en,2022-04-07,0.0,ahead.;enlists;Albus,Fantastic Beasts: The Secrets of Dumbledore
"Animation, Family",en,2021-12-09,7.4,After;clock;Eve,Snoopy Presents: For Auld Lang Syne
Comedy,en,2000-07-07,6.3,this;by;escape,Scary Movie
"Horror, Thriller, Mystery",en,2021-09-29,6.0,which;from;she,No One Gets Out Alive
"Adventure, Drama, Science Fiction",en,2014-11-05,8.4,use;adventures;wormhole,Interstellar
"Animation, Family, Action, Comedy, Science Fiction, Fantasy",en,2017-02-08,7.2,become;to;must,The Lego Batman Movie
"Action, Adventure, Fantasy",en,2019-05-03,7.0,who;boy;world,Pokémon Detective Pikachu
Action,en,2021-09-10,6.7,victims.;operative;criminal,Kate
"Adventure, Family, Fantasy",en,2005-12-07,7.1,forever.;magical;step,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
"Comedy, Family",en,1998-07-28,7.1,are;and;they,The Parent Trap
"Romance, Family, Animation, Fantasy",en,1991-10-22,7.7,the;within.;of,Beauty and the Beast
"Animation, Adventure",en,2019-04-18,7.9,helpful;path;perils,The Pilgrim's Progress
"Action, Adventure, Fantasy",en,2013-10-30,6.6,and;an;Jane,Thor: The Dark World
"Animation, Family, Fantasy",ja,1997-03-26,6.7,Jr.;needs;school,Dragon Ball GT: A Hero's Legacy
"Animation, Comedy, Family",en,2007-07-25,7.0,the;Simpsons;gigantic,The Simpsons Movie
"Action, Thriller, Crime",en,2019-05-15,7.4,women;million;John,John Wick: Chapter 3 - Parabellum
"Action, Drama, Science Fiction",en,2017-02-28,7.8,on;mutant;Professor,Logan
"Science Fiction, Action, Adventure",en,2014-06-25,5.9,cross-hairs.;following;and,Transformers: Age of Extinction
"Animation, Family, Adventure, Drama, Comedy",en,2015-06-09,7.9,"Sadness—live;Riley,;tries",Inside Out
"Thriller, Action, Crime",en,2020-01-15,7.2,career;Miami;crises,Bad Boys for Life
"Science Fiction, Thriller",en,2021-04-08,6.2,natures.;they;colonize,Voyagers
"Science Fiction, Action, Thriller, Adventure",en,2015-06-23,5.9,"when;offensive,;of",Terminator Genisys
"Adventure, Fantasy, Action",en,2002-12-18,8.4,and;Mordor;Power,The Lord of the Rings: The Two Towers
"Comedy, Thriller, Drama",ko,2019-05-30,8.5,the;until;unexpected,Parasite
"Crime, Drama",en,2021-09-22,6.7,"will;start;Moltisanti,",The Many Saints of Newark
"Action, Comedy, Mystery, Crime",en,2016-06-15,6.4,After;an;is,Central Intelligence
"Animation, Comedy, Family, Adventure",en,2009-05-28,7.9,its;life.;have,Up
"Drama, Crime, Thriller",en,2009-10-15,7.3,the;after;and,Law Abiding Citizen
"Thriller, Adventure, Action",en,2010-08-03,6.2,city.;remote;South,The Expendables
"Horror, Mystery",en,2021-07-08,7.3,band;at;Camp,Fear Street: 1978
"Action, Crime",en,2020-02-05,7.0,an;lord.;with,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn)
"Family, Fantasy, Comedy",pl,2021-12-06,6.3,his;David.;down,David and the Elves
"Science Fiction, Action, Thriller",en,2010-07-03,6.2,an;extraterrestrial;themselves,Predators
"Thriller, Crime",en,2021-02-19,6.5,and;and;comes,Body Brokers
"Science Fiction, Action",en,2020-10-25,5.6,lead;save;Captain,Skylines
"Horror, Thriller",en,2022-03-03,7.0,scrolling;on;produce-section,Fresh
Documentary,it,2016-06-24,5.5,cultural;new;peaceful,Porn to Be Free
Science Fiction,en,2020-08-31,5.7,into;bent;a,Solitary
"Horror, Crime, Mystery",en,2021-05-12,6.2,the;charge;Banks,Spiral: From the Book of Saw
"Action, Adventure, Comedy, Crime, Thriller",en,2017-09-20,7.0,Statesman;agency;the,Kingsman: The Golden Circle
"Family, Comedy, Fantasy, Animation",en,2021-04-30,7.1,"the;revelation;However,",22 vs. Earth
"Action, Thriller, Crime, Adventure",en,2015-04-01,7.3,brother.;family;Dominic,Furious 7
"Adventure, Action, Science Fiction",en,2017-04-19,7.6,to;of;Peter,Guardians of the Galaxy Vol. 2
"Animation, Family, Comedy",en,2010-06-16,7.8,gang;Andy;haven't,Toy Story 3
"Thriller, Horror",en,2021-01-26,6.2,to;guard.;guilty,Caged
"Thriller, Action, Crime, Drama",en,2020-09-03,6.5,corrupt;wants;the,Honest Thief
"Science Fiction, Action",en,2011-03-08,5.7,to;and;a,Battle: Los Angeles
"Animation, Fantasy, Family",ja,2008-07-19,7.7,"cliff;goldfish;day,",Ponyo
"Animation, Family, Fantasy",ja,2001-07-20,8.5,becomes;parents;the,Spirited Away
"Family, Fantasy, Romance",en,2017-03-16,7.0,and;live-action;a,Beauty and the Beast
"Crime, Drama, Thriller, Action",ko,2020-09-03,7.0,his;Tae-goo;Tae-goo,Night in Paradise
"Action, Animation, Science Fiction",ja,1991-07-20,6.9,into;After;sends,Dragon Ball Z: Cooler's Revenge
Comedy,es,2019-03-15,8.1,adventure.;for;Ex-con,No Manches Frida 2
Romance,zh,2021-02-03,2.0,"begins,;Gu;leaving",Please Enlighten Me
"Fantasy, Animation, Family",en,1937-12-21,7.1,she;fairest;the,Snow White and the Seven Dwarfs
"Family, Animation, Adventure, Fantasy",ja,2017-07-15,7.0,"one;one;Pokémon,",Pokémon the Movie: I Choose You!
"Action, Adventure, Science Fiction",en,2019-03-06,6.9,races.;galactic;when,Captain Marvel
"Adventure, Fantasy, Drama, Romance",en,2012-11-13,6.5,front;from;birth,The Twilight Saga: Breaking Dawn - Part 2
"Family, Fantasy, Adventure",en,2019-10-16,7.3,"forces;ties;nuptials,",Maleficent: Mistress of Evil
Comedy,en,2013-07-11,6.1,kids;notoriously;relocated,Grown Ups 2
"Crime, Drama, Thriller",en,2010-09-15,7.2,to;a;and,The Town
"Animation, Adventure, Family, Comedy",en,2016-02-11,7.7,"bunny;scam-artist;Hopps,",Zootopia
"Animation, Comedy, Family, Adventure",en,2021-02-11,6.5,the;of;are,Extinct
Comedy,en,2008-09-18,6.3,their;platonic;sense,Zack and Miri Make a Porno
"Drama, Family, Comedy",en,2021-06-18,7.6,"his;doubts,;as",Fatherhood
"Action, Thriller",en,2021-04-23,6.4,elite;the;that,Trigger Point
"Fantasy, Adventure, Action",en,2013-12-11,7.6,The;all;gained,The Hobbit: The Desolation of Smaug
"Animation, Comedy, Adventure, Family",en,2012-06-27,6.3,new;after;their,Ice Age: Continental Drift
"Horror, Comedy",en,2019-07-29,4.1,gruesome;their;School,Aquaslash
"Action, Adventure, Fantasy, Science Fiction",en,2013-06-12,6.6,symbol;a;boy,Man of Steel
"Thriller, Action, Science Fiction",en,2021-01-15,6.4,"android;must;future,",Outside the Wire
"Horror, Thriller",en,2006-10-06,6.1,friends;one;and,The Texas Chainsaw Massacre: The Beginning
"Drama, History",en,2022-01-06,6.9,Nazi;racing;opposing,Munich: The Edge of War
"Fantasy, Adventure, Animation, Comedy, Family",en,2007-05-17,6.3,and;they;in,Shrek the Third
"Action, Science Fiction, Thriller",en,2009-05-20,6.0,"appears,;robots.;Connor",Terminator Salvation
"Romance, Drama",en,2017-09-01,8.2,man;as;between,Call Me by Your Name
"Action, Fantasy, Family, Comedy",en,2020-12-25,6.3,to;together;When,We Can Be Heroes
"Action, Drama",en,2015-03-24,7.4,"line,;and;reigning",Southpaw
"Family, Animation, Adventure, Comedy",en,2014-11-22,6.5,the;North;villainous,Penguins of Madagascar
"Animation, Romance, Family",en,2019-07-25,7.8,been;red;break,Red Shoes and the Seven Dwarfs
"Action, Drama, Thriller",en,2015-05-27,6.2,pilot;in;a,San Andreas
